Date,Time,T02,T04,T06,T08,T09,T12,T13,T14,T17,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T33,T35,T36,T37,T39,T40,T41,T42,T43,T44,T46,T47,T48,T49,T51,T52,T53,T55,T56,T57,T58,T59,T60
2022-02-24,16:00:00,-16.05,-14.491,-14.115,-14.581,-21.101,-16.056,-15.051,-19.552,-18.989,-15.556,-17.562,-14.57,-19.099,-16.081,-18.103,-14.116,-19.59,-17.471,-14.035,-13.547,-15.517,-13.562,-14.056,-13.04,-13.027,-13.478,-14.097,-14.491,-14.507,-20.045,-20.143,-13.989,-14.538,-14.017,-14.571,-15.559,-15.052,-15.051,-15.051,-14.026,-13.535,-14.519,-17.05,-16.132,-16.507
2022-02-24,20:00:00,-16.05,-14.993,-14.115,-14.581,-21.607,-16.056,-15.051,-19.552,-18.989,-15.556,-17.562,-14.57,-19.099,-16.585,-18.103,-14.116,-19.59,-17.471,-14.035,-13.547,-15.517,-13.562,-14.056,-13.04,-13.027,-13.478,-14.097,-14.491,-14.507,-20.045,-20.143,-13.989,-14.538,-14.017,-14.571,-15.559,-15.052,-15.051,-15.051,-14.026,-13.535,-14.519,-17.05,-16.132,-16.507
2022-02-25,0:00:00,-16.05,-14.993,-14.62,-14.581,-21.607,-16.056,-15.051,-19.552,-18.989,-15.556,-17.562,-14.57,-19.099,-16.585,-18.608,-14.116,-19.59,-17.471,-14.035,-13.547,-15.517,-13.562,-14.056,-13.04,-13.027,-13.478,-14.097,-14.491,-14.507,-20.045,-20.143,-13.989,-14.538,-14.017,-14.067,-15.559,-15.052,-15.051,-15.051,-14.531,-13.535,-14.519,-17.05,-16.132,-16.507
2022-02-25,4:00:00,-16.554,-14.993,-14.62,-14.581,-21.101,-16.056,-15.051,-19.552,-18.989,-15.556,-17.562,-14.57,-19.099,-16.585,-18.608,-14.116,-19.59,-17.471,-14.035,-13.547,-15.517,-13.562,-14.056,-13.04,-13.027,-13.478,-14.097,-14.491,-14.507,-20.045,-20.143,-13.989,-14.538,-14.017,-14.067,-15.559,-15.052,-15.051,-15.555,-14.531,-13.535,-14.519,-17.05,-16.132,-17.009
2022-02-25,8:00:00,-16.554,-14.993,-14.62,-14.581,-21.101,-16.056,-15.051,-19.552,-18.989,-15.556,-17.056,-14.57,-19.099,-16.585,-18.608,-14.116,-19.59,-17.471,-14.035,-13.547,-15.517,-13.562,-14.056,-13.04,-13.027,-13.478,-14.097,-14.491,-14.507,-19.541,-20.143,-13.989,-14.538,-14.017,-14.067,-15.559,-15.556,-15.051,-15.555,-14.531,-13.535,-14.519,-17.05,-16.132,-17.009
2022-02-25,12:00:00,-16.554,-14.993,-14.62,-14.581,-20.595,-16.056,-15.051,-19.552,-18.487,-15.556,-17.056,-14.57,-19.099,-16.585,-18.608,-14.116,-19.59,-17.471,-14.035,-13.547,-15.517,-13.562,-14.056,-13.04,-13.027,-13.478,-14.097,-14.491,-14.507,-19.541,-19.636,-13.989,-14.538,-14.017,-14.067,-15.559,-15.556,-15.051,-15.555,-14.531,-13.535,-14.519,-17.05,-16.132,-17.009
2022-02-25,16:00:00,-16.554,-14.993,-14.62,-14.581,-19.584,-16.056,-15.555,-19.05,-18.487,-15.556,-17.056,-14.57,-19.099,-16.585,-18.608,-14.116,-19.59,-17.471,-14.035,-13.547,-15.517,-13.562,-14.056,-13.04,-13.531,-13.478,-14.097,-14.491,-14.507,-18.532,-19.636,-13.989,-14.538,-14.017,-14.067,-15.559,-15.556,-15.051,-15.555,-14.531,-13.535,-14.519,-17.05,-16.132,-17.009
2022-02-25,20:00:00,-16.554,-14.993,-14.62,-14.581,-19.584,-16.056,-15.555,-19.05,-17.985,-15.556,-16.551,-14.57,-19.099,-16.585,-18.103,-14.116,-19.59,-16.968,-14.035,-13.547,-15.517,-13.562,-14.056,-13.04,-13.531,-13.478,-14.097,-14.491,-14.507,-18.532,-19.636,-13.989,-14.538,-14.017,-14.067,-15.559,-15.556,-15.051,-15.555,-14.531,-13.535,-14.519,-17.05,-16.132,-16.507
2022-02-26,0:00:00,-16.554,-14.993,-14.62,-14.581,-20.089,-16.056,-15.555,-19.05,-17.985,-15.556,-16.551,-14.57,-18.594,-16.081,-18.103,-14.116,-19.085,-16.968,-14.035,-13.547,-15.517,-13.562,-14.056,-13.04,-13.531,-13.478,-14.097,-14.491,-14.507,-18.532,-19.129,-13.989,-14.538,-14.017,-14.067,-15.559,-15.556,-15.051,-15.051,-14.531,-13.535,-14.519,-17.05,-16.132,-16.507
2022-02-26,4:00:00,-16.05,-14.993,-14.62,-14.581,-20.089,-16.056,-15.555,-18.547,-17.985,-15.556,-16.551,-14.57,-18.594,-16.081,-18.103,-14.116,-19.085,-16.968,-14.035,-13.547,-15.517,-13.562,-14.056,-13.04,-13.027,-13.478,-14.097,-14.491,-14.507,-18.532,-19.129,-13.989,-14.538,-14.017,-14.571,-15.559,-15.052,-15.051,-15.051,-14.531,-13.535,-14.519,-16.546,-15.626,-16.507
2022-02-26,8:00:00,-16.05,-14.491,-14.62,-14.581,-20.089,-16.056,-15.555,-18.547,-17.482,-15.052,-16.551,-14.57,-18.594,-16.081,-18.103,-14.116,-19.085,-16.968,-14.035,-13.547,-15.517,-13.562,-14.056,-13.04,-13.027,-13.478,-14.097,-14.491,-14.507,-19.036,-19.129,-13.989,-14.538,-14.017,-14.571,-15.559,-15.052,-15.051,-15.051,-14.026,-13.535,-14.519,-16.546,-15.626,-16.507
2022-02-26,12:00:00,-16.05,-14.491,-14.62,-14.581,-19.584,-16.056,-15.051,-18.547,-17.482,-15.052,-16.551,-14.57,-18.594,-16.081,-18.103,-14.116,-19.085,-16.968,-14.035,-13.547,-15.013,-13.562,-14.056,-13.04,-13.027,-13.478,-14.097,-14.491,-14.507,-18.532,-19.129,-13.989,-14.538,-14.017,-14.067,-15.559,-15.052,-15.051,-15.051,-14.026,-13.535,-14.519,-16.546,-15.626,-16.507
2022-02-26,16:00:00,-16.05,-14.491,-14.115,-14.581,-19.078,-16.056,-15.051,-18.547,-17.482,-15.052,-16.046,-14.57,-18.594,-16.081,-18.103,-14.116,-19.085,-16.968,-14.035,-13.547,-15.013,-13.562,-14.056,-13.04,-13.027,-13.478,-14.097,-14.491,-14.507,-18.027,-18.623,-13.989,-14.538,-14.017,-14.067,-15.559,-15.052,-15.051,-15.051,-14.026,-13.535,-14.519,-16.546,-15.626,-16.507
2022-02-26,20:00:00,-16.05,-14.491,-14.115,-14.581,-19.078,-16.056,-15.051,-18.547,-17.482,-15.052,-16.046,-14.066,-18.09,-16.081,-18.103,-14.116,-19.085,-16.968,-14.035,-13.547,-15.013,-13.562,-14.056,-13.04,-13.027,-13.478,-14.097,-14.491,-14.507,-18.027,-18.623,-13.989,-14.538,-14.017,-14.067,-15.055,-15.052,-15.051,-15.051,-14.026,-13.535,-14.519,-16.546,-15.626,-16.507
2022-02-27,0:00:00,-16.05,-14.491,-14.115,-14.581,-19.078,-16.056,-15.051,-18.044,-16.98,-15.052,-16.046,-14.066,-18.09,-16.081,-17.599,-14.116,-18.58,-16.465,-13.531,-13.547,-15.013,-13.562,-14.056,-13.04,-13.027,-13.478,-14.097,-14.491,-14.507,-17.523,-18.623,-13.989,-14.538,-14.017,-14.067,-15.055,-15.052,-15.051,-15.051,-14.026,-13.032,-14.519,-16.546,-15.626,-16.507
2022-02-27,4:00:00,-16.05,-14.491,-14.115,-14.08,-19.078,-15.551,-15.051,-18.044,-16.98,-15.052,-16.046,-14.066,-18.09,-16.081,-17.599,-14.116,-18.58,-16.465,-13.531,-13.547,-15.013,-13.562,-14.056,-13.04,-13.027,-13.478,-14.097,-14.491,-14.507,-18.027,-18.623,-13.989,-14.538,-14.017,-14.067,-15.055,-15.052,-14.546,-15.051,-14.026,-13.032,-14.519,-16.546,-15.12,-16.507
2022-02-27,8:00:00,-16.05,-14.491,-14.115,-14.08,-19.584,-15.551,-15.051,-18.044,-16.98,-15.052,-16.046,-14.066,-18.09,-16.081,-17.599,-14.116,-18.58,-16.465,-13.531,-13.547,-15.013,-13.562,-14.056,-13.04,-13.027,-13.478,-14.097,-14.491,-14.507,-18.532,-18.623,-13.989,-14.538,-14.017,-14.067,-15.055,-15.052,-14.546,-14.546,-14.026,-13.032,-14.519,-16.546,-15.12,-16.507
2022-02-27,12:00:00,-15.546,-14.491,-14.115,-14.08,-19.584,-15.551,-14.546,-18.547,-17.482,-15.052,-16.046,-14.066,-18.09,-15.578,-17.599,-14.116,-18.58,-16.465,-13.531,-13.547,-15.013,-13.562,-14.056,-13.04,-13.027,-13.478,-14.097,-14.491,-14.507,-18.532,-18.623,-13.989,-14.538,-14.017,-14.067,-15.055,-15.052,-14.546,-14.546,-14.026,-13.032,-14.519,-16.546,-15.12,-16.507
2022-02-27,16:00:00,-15.546,-14.491,-14.115,-14.08,-18.573,-15.551,-14.546,-18.044,-17.482,-15.052,-16.046,-14.066,-18.09,-15.578,-17.599,-14.116,-18.58,-16.465,-13.531,-13.043,-15.013,-13.562,-14.056,-13.04,-13.027,-13.478,-14.097,-14.491,-14.507,-17.523,-18.623,-13.989,-14.538,-14.017,-14.067,-15.055,-15.052,-14.546,-14.546,-14.026,-13.032,-14.015,-16.546,-15.12,-16.005
2022-02-27,20:00:00,-15.546,-14.491,-14.115,-14.08,-19.584,-15.551,-14.546,-18.044,-17.482,-15.052,-16.046,-14.066,-18.09,-15.578,-17.599,-14.116,-18.58,-16.465,-13.531,-13.043,-15.013,-13.562,-14.056,-13.04,-13.027,-13.478,-14.097,-14.491,-14.507,-18.532,-18.623,-13.989,-14.538,-14.017,-14.067,-15.055,-15.052,-14.546,-14.546,-14.026,-13.032,-14.015,-16.546,-15.12,-16.005
2022-02-28,0:00:00,-15.546,-14.491,-14.115,-14.08,-20.089,-15.551,-14.546,-18.547,-17.482,-15.052,-16.046,-14.066,-18.09,-15.578,-17.599,-13.61,-18.58,-16.465,-13.531,-13.043,-15.013,-13.562,-14.056,-13.04,-13.027,-13.478,-14.097,-14.491,-14.507,-19.036,-19.129,-13.989,-14.538,-14.017,-14.067,-15.055,-15.052,-14.546,-14.546,-14.026,-13.032,-14.015,-16.546,-15.12,-16.005
2022-02-28,4:00:00,-15.546,-14.491,-14.115,-14.08,-18.573,-15.551,-15.051,-18.547,-17.482,-15.052,-16.046,-14.066,-18.09,-15.578,-17.599,-13.61,-18.58,-16.465,-13.531,-13.043,-15.013,-13.562,-14.056,-13.04,-13.027,-13.478,-14.097,-14.491,-14.507,-17.523,-18.623,-13.989,-14.538,-14.017,-14.067,-15.055,-15.052,-14.546,-14.546,-14.026,-13.032,-14.015,-16.546,-15.626,-16.005
2022-02-28,8:00:00,-15.546,-14.491,-14.115,-14.08,-17.056,-15.551,-14.546,-17.541,-16.98,-15.052,-16.046,-14.066,-18.09,-15.578,-17.599,-13.61,-18.58,-16.465,-13.531,-13.043,-15.013,-13.562,-14.056,-13.04,-13.027,-13.478,-14.097,-14.491,-14.507,-16.01,-18.116,-13.989,-14.538,-14.017,-14.067,-15.055,-15.052,-14.546,-14.546,-14.026,-13.032,-14.015,-16.546,-15.626,-16.005
2022-02-28,12:00:00,-15.546,-14.491,-14.115,-14.08,-16.046,-15.551,-14.546,-17.039,-15.976,-15.052,-15.541,-14.066,-17.585,-15.578,-17.599,-13.61,-18.075,-15.963,-13.531,-13.043,-15.013,-13.562,-14.056,-13.04,-13.027,-13.478,-14.097,-14.491,-14.507,-15.505,-17.61,-13.989,-14.538,-14.017,-14.067,-15.055,-15.052,-14.546,-14.546,-14.026,-13.032,-14.015,-16.042,-15.12,-16.005
2022-02-28,16:00:00,-15.546,-14.491,-14.115,-14.08,-15.036,-15.551,-14.546,-16.536,-15.474,-14.548,-15.036,-14.066,-17.081,-15.578,-17.094,-13.61,-18.075,-15.963,-13.531,-13.043,-14.509,-13.562,-13.552,-13.04,-13.027,-13.478,-14.097,-13.989,-14.507,-14.497,-17.103,-13.989,-14.538,-14.017,-14.067,-15.055,-14.548,-14.546,-14.546,-14.026,-13.032,-14.015,-16.042,-15.12,-16.005
2022-02-28,20:00:00,-15.546,-14.491,-13.61,-13.579,-15.036,-15.551,-14.042,-16.033,-14.972,-14.548,-14.531,-14.066,-17.081,-15.074,-17.094,-13.61,-17.57,-15.46,-13.531,-13.043,-14.509,-13.562,-13.552,-13.04,-13.027,-13.478,-13.594,-13.989,-14.507,-13.993,-17.103,-13.989,-14.538,-14.017,-14.067,-15.055,-14.548,-14.546,-14.546,-13.521,-13.032,-14.015,-15.538,-15.12,-16.005
2022-03-01,0:00:00,-15.043,-13.989,-13.61,-13.579,-15.541,-15.551,-14.042,-16.033,-14.47,-14.548,-14.531,-13.562,-16.576,-15.074,-16.589,-13.61,-17.065,-15.46,-13.531,-13.043,-14.509,-13.059,-13.552,-13.04,-13.027,-13.478,-13.594,-13.989,-14.004,-14.497,-16.597,-13.989,-14.538,-13.517,-14.067,-15.055,-14.548,-14.546,-14.042,-13.521,-13.032,-14.015,-15.538,-14.614,-15.503
2022-03-01,4:00:00,-15.043,-13.989,-13.61,-13.579,-16.046,-15.046,-13.537,-16.033,-14.972,-14.548,-14.026,-13.562,-16.576,-15.074,-16.589,-13.61,-17.065,-15.46,-13.531,-13.043,-14.004,-13.059,-13.552,-13.04,-12.524,-12.974,-13.594,-13.989,-14.004,-15.001,-16.597,-13.989,-14.035,-13.517,-13.562,-15.055,-14.548,-14.546,-14.042,-13.521,-13.032,-14.015,-15.034,-14.614,-15.503
2022-03-01,8:00:00,-15.043,-13.989,-13.61,-13.078,-16.551,-15.046,-13.537,-16.033,-14.972,-14.548,-14.026,-13.562,-16.576,-14.57,-16.589,-13.61,-17.065,-14.958,-13.027,-13.043,-14.004,-13.059,-13.552,-13.04,-12.524,-12.974,-13.594,-13.989,-14.004,-15.505,-16.597,-13.488,-14.035,-13.517,-13.562,-14.551,-14.548,-14.546,-14.042,-13.521,-13.032,-13.512,-15.034,-14.614,-15.503
2022-03-01,12:00:00,-14.539,-13.989,-13.61,-13.078,-16.046,-15.046,-13.537,-16.033,-14.972,-14.044,-14.026,-13.059,-16.576,-14.57,-16.589,-13.61,-17.065,-14.958,-13.027,-13.043,-14.004,-13.059,-13.552,-13.04,-12.524,-12.974,-13.594,-13.989,-14.004,-15.505,-16.597,-13.488,-14.035,-13.517,-13.562,-14.551,-14.548,-14.546,-13.537,-13.521,-13.032,-13.512,-15.034,-14.108,-15.503
2022-03-01,16:00:00,-14.539,-13.989,-13.61,-13.078,-15.541,-15.046,-13.537,-16.033,-14.972,-14.044,-14.026,-13.059,-16.576,-14.57,-16.085,-13.61,-17.065,-14.958,-13.027,-13.043,-14.004,-13.059,-13.552,-13.04,-12.524,-12.974,-13.594,-13.989,-14.004,-14.497,-16.597,-13.488,-14.035,-13.517,-13.562,-14.551,-14.044,-14.546,-13.537,-13.016,-12.529,-13.512,-15.034,-14.108,-15.001
2022-03-01,20:00:00,-14.539,-13.989,-13.105,-13.078,-16.046,-14.542,-13.537,-16.033,-14.47,-14.044,-14.026,-13.059,-16.072,-14.57,-16.085,-13.105,-16.56,-14.958,-13.027,-12.538,-13.5,-13.059,-13.048,-12.536,-12.524,-12.974,-13.09,-13.989,-14.004,-15.001,-16.597,-13.488,-14.035,-13.517,-13.562,-14.551,-14.044,-14.042,-13.537,-13.016,-12.529,-13.512,-15.034,-14.108,-15.001
2022-03-02,0:00:00,-14.539,-13.488,-13.105,-13.078,-16.046,-14.542,-13.537,-16.033,-14.47,-14.044,-14.026,-13.059,-16.072,-14.57,-16.085,-13.105,-16.56,-14.958,-13.027,-12.538,-13.5,-13.059,-13.048,-12.536,-12.524,-12.974,-13.09,-13.989,-14.004,-15.001,-16.597,-13.488,-13.532,-13.517,-13.562,-14.551,-14.044,-14.042,-13.537,-13.016,-12.529,-13.512,-15.034,-14.108,-15.001
2022-03-02,4:00:00,-14.539,-13.488,-13.105,-13.078,-16.046,-14.542,-13.033,-16.033,-14.972,-14.044,-14.026,-13.059,-16.072,-14.57,-16.085,-13.105,-16.56,-14.958,-13.027,-12.538,-13.5,-13.059,-13.048,-12.536,-12.524,-12.974,-13.09,-13.989,-14.004,-15.505,-16.597,-13.488,-13.532,-13.517,-13.562,-14.551,-14.044,-14.042,-13.537,-13.016,-12.529,-13.512,-14.53,-14.108,-15.001
2022-03-02,8:00:00,-14.539,-13.488,-13.105,-12.577,-16.046,-14.542,-13.033,-16.033,-14.972,-14.044,-14.026,-13.059,-16.072,-14.066,-16.085,-13.105,-16.56,-14.958,-13.027,-12.538,-13.5,-12.555,-13.048,-12.536,-12.02,-12.974,-13.09,-13.488,-13.5,-15.505,-16.597,-13.488,-13.532,-13.517,-13.562,-14.551,-14.044,-14.042,-13.537,-13.016,-12.529,-13.512,-14.53,-14.108,-15.001
2022-03-02,12:00:00,-14.539,-13.488,-13.105,-12.577,-16.046,-14.542,-13.033,-16.033,-14.972,-13.54,-14.026,-13.059,-16.072,-14.066,-16.085,-13.105,-16.56,-14.958,-12.524,-12.538,-13.5,-12.555,-13.048,-12.536,-12.02,-12.974,-13.09,-13.488,-13.5,-15.001,-16.597,-13.488,-13.532,-13.517,-13.562,-14.047,-14.044,-14.042,-13.537,-13.016,-12.529,-13.008,-14.53,-14.108,-15.001
2022-03-02,16:00:00,-14.539,-13.488,-13.105,-12.577,-15.036,-14.542,-13.033,-15.531,-14.47,-13.54,-14.026,-13.059,-16.072,-14.066,-15.58,-13.105,-16.56,-14.455,-12.524,-12.538,-13.5,-12.555,-13.048,-12.536,-12.02,-12.974,-13.09,-13.488,-13.5,-14.497,-16.091,-13.488,-13.532,-13.016,-13.562,-14.047,-14.044,-14.042,-13.033,-13.016,-12.529,-13.008,-14.53,-14.108,-15.001
2022-03-02,20:00:00,-14.035,-13.488,-13.105,-12.577,-15.036,-14.542,-13.033,-15.531,-14.47,-13.54,-14.026,-12.555,-16.072,-14.066,-15.58,-13.105,-16.56,-14.455,-12.524,-12.538,-13.5,-12.555,-13.048,-12.536,-12.02,-12.974,-13.09,-13.488,-13.5,-14.497,-16.091,-13.488,-13.532,-13.016,-13.058,-14.047,-14.044,-14.042,-13.033,-13.016,-12.529,-13.008,-14.53,-14.108,-14.498
2022-03-03,0:00:00,-14.035,-13.488,-13.105,-12.577,-15.541,-14.542,-13.033,-15.531,-14.47,-13.54,-13.521,-12.555,-16.072,-14.066,-15.58,-13.105,-16.056,-14.455,-12.524,-12.538,-13.5,-12.555,-13.048,-12.536,-12.02,-12.974,-13.09,-13.488,-13.5,-14.497,-16.091,-13.488,-13.532,-13.016,-13.058,-14.047,-14.044,-14.042,-13.033,-13.016,-12.529,-13.008,-14.53,-14.108,-14.498
2022-03-03,4:00:00,-14.035,-13.488,-12.6,-12.577,-15.541,-14.037,-13.033,-15.531,-14.47,-13.54,-13.521,-12.555,-15.568,-14.066,-15.58,-13.105,-16.056,-14.455,-12.524,-12.538,-13.5,-12.555,-13.048,-12.536,-12.02,-12.974,-13.09,-13.488,-13.5,-14.497,-16.091,-12.986,-13.532,-13.016,-13.058,-14.047,-13.54,-14.042,-13.033,-12.511,-12.529,-13.008,-14.53,-13.602,-14.498
2022-03-03,8:00:00,-14.035,-12.986,-12.6,-12.577,-15.541,-14.037,-13.033,-15.028,-13.968,-13.54,-13.521,-12.555,-15.568,-14.066,-15.58,-13.105,-16.056,-14.455,-12.524,-12.538,-12.995,-12.555,-13.048,-12.536,-12.02,-12.974,-12.586,-13.488,-13.5,-14.497,-16.091,-12.986,-13.532,-13.016,-13.058,-14.047,-13.54,-14.042,-13.033,-12.511,-12.027,-13.008,-14.53,-13.602,-14.498
2022-03-03,12:00:00,-14.035,-12.986,-12.6,-12.577,-15.036,-14.037,-13.033,-15.028,-13.968,-13.54,-13.521,-12.555,-15.568,-14.066,-15.58,-12.599,-16.056,-14.455,-12.524,-12.033,-12.995,-12.555,-12.544,-12.536,-12.02,-12.47,-12.586,-13.488,-13.5,-13.993,-16.091,-12.986,-13.532,-13.016,-13.058,-14.047,-13.54,-13.537,-13.033,-12.511,-12.027,-13.008,-14.026,-13.602,-14.498
2022-03-03,16:00:00,-14.035,-12.986,-12.6,-12.577,-15.036,-14.037,-12.529,-15.028,-13.968,-13.54,-13.521,-12.555,-15.568,-14.066,-15.58,-12.599,-16.056,-13.953,-12.524,-12.033,-12.995,-12.555,-12.544,-12.033,-12.02,-12.47,-12.586,-13.488,-13.5,-13.993,-15.585,-12.986,-13.532,-13.016,-13.058,-14.047,-13.54,-13.537,-13.033,-12.511,-12.027,-13.008,-14.026,-13.602,-14.498
2022-03-03,20:00:00,-14.035,-12.986,-12.6,-12.076,-16.046,-14.037,-12.529,-15.028,-13.968,-13.54,-13.521,-12.555,-15.568,-13.562,-15.075,-12.599,-16.056,-13.953,-12.524,-12.033,-12.995,-12.555,-12.544,-12.033,-12.02,-12.47,-12.586,-13.488,-13.5,-15.001,-16.091,-12.986,-13.532,-13.016,-13.058,-14.047,-13.54,-13.537,-13.033,-12.511,-12.027,-13.008,-14.026,-13.602,-14.498
2022-03-04,0:00:00,-14.035,-12.986,-12.6,-12.076,-17.056,-14.037,-12.529,-15.531,-14.47,-13.54,-13.521,-12.555,-15.568,-13.562,-15.075,-12.599,-16.056,-13.953,-12.524,-12.033,-12.995,-12.555,-12.544,-12.033,-12.02,-12.47,-12.586,-12.986,-13.5,-16.01,-16.091,-12.986,-13.029,-13.016,-13.058,-13.544,-13.54,-13.537,-13.033,-12.511,-12.027,-13.008,-14.026,-13.602,-14.498
2022-03-04,4:00:00,-14.035,-12.986,-12.6,-12.076,-17.562,-14.037,-13.033,-16.033,-14.972,-13.54,-14.026,-12.555,-15.568,-13.562,-15.075,-12.599,-16.056,-14.455,-12.02,-12.033,-12.995,-12.555,-12.544,-12.033,-11.516,-12.47,-12.586,-12.986,-13.5,-16.514,-16.597,-12.986,-13.029,-13.016,-13.058,-13.544,-13.54,-13.537,-13.033,-12.511,-12.027,-13.008,-14.026,-13.602,-14.498
2022-03-04,8:00:00,-14.035,-12.986,-12.6,-12.577,-18.067,-14.037,-13.033,-16.033,-15.474,-13.54,-14.026,-12.555,-16.072,-14.066,-15.58,-12.599,-16.056,-14.455,-12.02,-12.033,-12.995,-12.051,-12.544,-12.033,-11.516,-12.47,-12.586,-12.986,-12.996,-17.018,-16.597,-12.986,-13.029,-13.016,-13.058,-13.544,-13.54,-13.537,-13.033,-12.511,-12.027,-12.505,-14.53,-13.602,-14.498
2022-03-04,12:00:00,-14.035,-12.986,-12.6,-12.577,-17.562,-14.037,-13.033,-16.033,-15.474,-13.54,-14.026,-12.555,-16.072,-14.066,-15.58,-12.599,-16.056,-14.455,-12.02,-12.033,-12.995,-12.051,-12.544,-12.033,-11.516,-12.47,-12.586,-12.986,-12.996,-16.01,-16.597,-12.986,-13.029,-13.016,-13.058,-13.544,-13.54,-13.537,-13.033,-12.511,-12.027,-13.008,-14.53,-14.108,-14.498
2022-03-04,16:00:00,-14.035,-12.986,-12.6,-12.577,-16.551,-14.037,-13.033,-16.033,-15.474,-13.54,-14.026,-12.555,-16.072,-14.066,-15.58,-12.599,-16.56,-14.455,-12.02,-12.033,-13.5,-12.051,-12.544,-12.033,-11.516,-12.47,-12.586,-12.986,-12.996,-15.505,-16.597,-12.986,-13.029,-13.016,-13.058,-13.544,-13.54,-13.537,-13.033,-12.511,-12.027,-13.008,-14.53,-14.108,-14.498
2022-03-04,20:00:00,-14.035,-12.986,-12.6,-12.577,-16.046,-14.037,-13.033,-16.033,-15.474,-13.54,-14.026,-12.555,-16.072,-14.066,-15.58,-12.599,-16.056,-14.455,-12.02,-12.033,-13.5,-12.051,-12.544,-12.033,-11.516,-12.47,-12.586,-12.986,-12.996,-15.505,-16.597,-12.986,-13.029,-12.515,-13.058,-13.544,-13.54,-13.537,-13.033,-12.511,-12.027,-13.008,-14.53,-14.108,-14.498
2022-03-05,0:00:00,-14.035,-12.986,-12.6,-12.577,-16.046,-14.037,-13.033,-16.033,-14.972,-13.54,-14.026,-12.555,-16.072,-14.066,-15.58,-12.599,-16.056,-14.455,-12.02,-12.033,-13.5,-12.051,-12.544,-12.033,-11.516,-12.47,-12.586,-12.986,-12.996,-15.505,-16.597,-12.986,-13.029,-12.515,-13.058,-14.047,-13.54,-13.537,-13.033,-12.511,-12.027,-13.008,-14.53,-14.108,-14.498
2022-03-05,4:00:00,-14.035,-12.986,-12.6,-12.577,-16.046,-14.037,-13.033,-15.531,-14.972,-13.54,-14.026,-12.555,-16.072,-14.066,-15.58,-12.599,-16.056,-14.455,-12.02,-12.033,-13.5,-12.555,-12.544,-12.033,-11.516,-12.47,-12.586,-12.986,-12.996,-15.001,-16.091,-12.986,-13.532,-12.515,-13.058,-14.047,-13.54,-13.537,-13.033,-12.511,-12.027,-13.008,-14.53,-14.108,-14.498
2022-03-05,8:00:00,-14.035,-12.986,-12.6,-12.577,-15.541,-14.037,-13.033,-15.531,-14.972,-13.54,-14.026,-12.555,-16.072,-14.066,-15.58,-12.599,-16.056,-14.455,-12.02,-12.033,-13.5,-12.555,-12.544,-12.033,-11.516,-12.47,-12.586,-12.986,-12.996,-14.497,-16.091,-12.986,-13.532,-12.515,-13.058,-14.047,-13.54,-13.537,-13.033,-12.511,-12.027,-13.008,-14.53,-14.108,-14.498
2022-03-05,12:00:00,-14.035,-12.986,-12.6,-12.577,-14.026,-14.037,-13.033,-15.028,-14.47,-13.54,-14.026,-12.555,-15.568,-14.066,-15.58,-12.599,-16.056,-13.953,-12.02,-12.033,-12.995,-12.555,-12.544,-12.033,-11.516,-12.47,-12.586,-12.986,-12.996,-12.985,-16.091,-12.986,-13.532,-12.515,-13.058,-14.047,-13.54,-13.537,-13.033,-12.511,-12.027,-13.008,-14.53,-13.602,-14.498
2022-03-05,16:00:00,-14.035,-12.986,-12.6,-12.577,-13.016,-14.037,-13.033,-14.526,-13.968,-13.54,-13.521,-12.555,-15.568,-14.066,-15.075,-12.599,-15.551,-13.953,-12.02,-12.033,-12.995,-12.051,-12.544,-12.033,-11.516,-12.47,-12.586,-12.986,-12.996,-12.481,-15.585,-12.986,-13.532,-12.515,-13.058,-13.544,-13.54,-13.537,-13.033,-12.511,-12.027,-13.008,-14.026,-13.602,-14.498
2022-03-05,20:00:00,-13.531,-12.986,-12.6,-12.076,-13.521,-14.037,-12.529,-14.023,-13.466,-13.036,-13.016,-12.555,-15.064,-13.562,-15.075,-12.599,-15.551,-13.45,-12.02,-12.033,-12.995,-12.051,-12.544,-12.033,-11.516,-12.47,-12.586,-12.986,-12.996,-12.481,-15.079,-12.986,-13.029,-12.515,-13.058,-13.544,-13.54,-13.537,-13.033,-12.511,-12.027,-12.505,-14.026,-13.602,-13.996
2022-03-06,0:00:00,-13.531,-12.986,-12.6,-12.076,-14.026,-14.037,-12.529,-14.023,-13.466,-13.036,-13.016,-12.051,-15.064,-13.562,-15.075,-12.599,-15.046,-13.45,-12.02,-12.033,-12.995,-12.051,-12.544,-12.033,-11.516,-12.47,-12.586,-12.986,-12.996,-12.985,-15.079,-12.986,-13.029,-12.515,-12.554,-13.544,-13.54,-13.537,-12.529,-12.511,-12.027,-12.505,-14.026,-13.097,-13.996
2022-03-06,4:00:00,-13.531,-12.986,-12.6,-12.076,-14.531,-13.533,-12.529,-14.023,-13.466,-13.036,-13.016,-12.051,-15.064,-13.562,-14.571,-12.599,-15.046,-13.45,-12.02,-12.033,-12.491,-12.051,-12.544,-12.033,-11.516,-12.47,-12.586,-12.986,-12.996,-13.489,-15.079,-12.986,-13.029,-12.515,-12.554,-13.544,-13.036,-13.537,-12.529,-12.511,-12.027,-12.505,-13.522,-13.097,-13.996
